"","GeneID","Chr","Start","End","Strand","Annotation"
"3165","Cassette_108_integron_01_NC_002506.1","NC_002506.1",383269,383777,"+","Complete Integron"
"3166","attC_71_integron_01_NC_002506.1","NC_002506.1",383778,383905,"+","Complete Integron"
"3167","Cassette_109_integron_01_NC_002506.1","NC_002506.1",383906,384462,"+","Complete Integron"
"3168","N16961_15615","NC_002506.1",383932,384468,"+","Protein N-acetyltransferase, RimJ/RimL family"
"3169","attC_70_integron_01_NC_002506.1","NC_002506.1",384463,384591,"+","Complete Integron"
"3170","Cassette_110_integron_01_NC_002506.1","NC_002506.1",384592,384928,"+","Complete Integron"
"3171","N16961_15620","NC_002506.1",384607,384924,"+","hypothetical protein"
"3172","attC_69_integron_01_NC_002506.1","NC_002506.1",384929,385056,"+","Complete Integron"
"3173","Cassette_111_integron_01_NC_002506.1","NC_002506.1",385057,385463,"+","Complete Integron"
"3174","attC_68_integron_01_NC_002506.1","NC_002506.1",385464,385592,"+","Complete Integron"
"3175","N16961_15625","NC_002506.1",385560,386315,"+","hypothetical protein"
"3176","Cassette_112_integron_01_NC_002506.1","NC_002506.1",385593,386321,"+","Complete Integron"
"3177","attC_67_integron_01_NC_002506.1","NC_002506.1",386322,386449,"+","Complete Integron"
"3178","Cassette_113_integron_01_NC_002506.1","NC_002506.1",386450,386788,"+","Complete Integron"
"3179","N16961_15630","NC_002506.1",386465,386779,"+","DUF4144 domain-containing protein"
"3180","attC_66_integron_01_NC_002506.1","NC_002506.1",386789,386917,"+","Complete Integron"
"3181","Cassette_114_integron_01_NC_002506.1","NC_002506.1",386918,387458,"+","Complete Integron"
"3182","N16961_15635","NC_002506.1",387025,387450,"+","Lipoprotein"
"3183","attC_65_integron_01_NC_002506.1","NC_002506.1",387459,387586,"+","Complete Integron"
"3184","Cassette_115_integron_01_NC_002506.1","NC_002506.1",387587,388216,"+","Complete Integron"
"3185","N16961_15640","NC_002506.1",387664,387945,"+","Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family"
"3186","N16961_15645","NC_002506.1",387942,388301,"+","Plasmid stabilization system protein ParE"
"3187","attC_64_integron_01_NC_002506.1","NC_002506.1",388217,388345,"+","Complete Integron"
"3188","Cassette_116_integron_01_NC_002506.1","NC_002506.1",388346,388854,"+","Complete Integron"
"3189","attC_63_integron_01_NC_002506.1","NC_002506.1",388855,388982,"+","Complete Integron"
"3190","Cassette_117_integron_01_NC_002506.1","NC_002506.1",388983,389414,"+","Complete Integron"
"3191","N16961_15650","NC_002506.1",389015,389410,"+","Lipoprotein"
"3192","attC_62_integron_01_NC_002506.1","NC_002506.1",389415,389543,"+","Complete Integron"
"3193","Cassette_118_integron_01_NC_002506.1","NC_002506.1",389544,389924,"+","Complete Integron"
"3194","N16961_15655","NC_002506.1",389600,389821,"+","DUF1289 domain-containing protein"
"3195","attC_61_integron_01_NC_002506.1","NC_002506.1",389925,390051,"+","Complete Integron"
"3196","Cassette_119_integron_01_NC_002506.1","NC_002506.1",390052,390657,"+","Complete Integron"
"3197","N16961_15660","NC_002506.1",390185,390610,"+","DUF4231 domain-containing protein"
"3198","attC_60_integron_01_NC_002506.1","NC_002506.1",390658,390786,"+","Complete Integron"
"3199","Cassette_120_integron_01_NC_002506.1","NC_002506.1",390787,391295,"+","Complete Integron"
"3200","attC_59_integron_01_NC_002506.1","NC_002506.1",391296,391423,"+","Complete Integron"
"3201","Cassette_121_integron_01_NC_002506.1","NC_002506.1",391424,391762,"+","Complete Integron"
"3202","N16961_15665","NC_002506.1",391439,391753,"+","DUF4144 domain-containing protein"
"3203","attC_58_integron_01_NC_002506.1","NC_002506.1",391763,391890,"+","Complete Integron"
"3204","Cassette_122_integron_01_NC_002506.1","NC_002506.1",391891,392369,"+","Complete Integron"
"3205","N16961_15670","NC_002506.1",391972,392361,"+","Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family"
"3206","attC_57_integron_01_NC_002506.1","NC_002506.1",392370,392497,"+","Complete Integron"
"3207","Cassette_123_integron_01_NC_002506.1","NC_002506.1",392498,393366,"+","Complete Integron"
"3208","N16961_15675","NC_002506.1",392515,393372,"+","DUF2971 domain-containing protein"
"3209","attC_56_integron_01_NC_002506.1","NC_002506.1",393367,393494,"+","Complete Integron"
"3210","Cassette_124_integron_01_NC_002506.1","NC_002506.1",393495,393900,"+","Complete Integron"
"3211","attC_55_integron_01_NC_002506.1","NC_002506.1",393901,394028,"+","Complete Integron"
"3212","N16961_15680","NC_002506.1",393996,394556,"+","Protein N-acetyltransferase, RimJ/RimL family"
"3213","Cassette_125_integron_01_NC_002506.1","NC_002506.1",394029,394550,"+","Complete Integron"
"3214","attC_54_integron_01_NC_002506.1","NC_002506.1",394551,394677,"+","Complete Integron"
"3215","Cassette_126_integron_01_NC_002506.1","NC_002506.1",394678,395084,"+","Complete Integron"
"3216","attC_53_integron_01_NC_002506.1","NC_002506.1",395085,395213,"+","Complete Integron"
"3217","Cassette_127_integron_01_NC_002506.1","NC_002506.1",395214,396243,"+","Complete Integron"
"3218","N16961_15685","NC_002506.1",395245,396249,"+","Putative carboxypeptidase VC_A0337"
"3219","attC_52_integron_01_NC_002506.1","NC_002506.1",396244,396372,"+","Complete Integron"
"3220","Cassette_128_integron_01_NC_002506.1","NC_002506.1",396373,396842,"+","Complete Integron"
"3221","N16961_15690","NC_002506.1",396402,396848,"+","(pseudo) hypothetical protein"
"3222","attC_51_integron_01_NC_002506.1","NC_002506.1",396843,396971,"+","Complete Integron"
"3223","N16961_15695","NC_002506.1",396968,397897,"+","HNH endonuclease"
"3224","Cassette_129_integron_01_NC_002506.1","NC_002506.1",396972,397891,"+","Complete Integron"
"3225","attC_50_integron_01_NC_002506.1","NC_002506.1",397892,398017,"+","Complete Integron"
"3226","Cassette_130_integron_01_NC_002506.1","NC_002506.1",398018,398502,"+","Complete Integron"
"3227","N16961_15700","NC_002506.1",398032,398508,"+","Protein N-acetyltransferase, RimJ/RimL family"
"3228","attC_49_integron_01_NC_002506.1","NC_002506.1",398503,398631,"+","Complete Integron"
"3229","Cassette_131_integron_01_NC_002506.1","NC_002506.1",398632,399162,"+","Complete Integron"
"3230","N16961_15705","NC_002506.1",398645,399160,"+","Outer membrane lipoprotein Blc"
"3231","attC_48_integron_01_NC_002506.1","NC_002506.1",399163,399291,"+","Complete Integron"
"3232","Cassette_132_integron_01_NC_002506.1","NC_002506.1",399292,399878,"+","Complete Integron"
"3233","N16961_15710","NC_002506.1",399296,399586,"-","mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system"
"3234","N16961_15715","NC_002506.1",399576,399824,"-","Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family"
"3235","attC_47_integron_01_NC_002506.1","NC_002506.1",399879,400006,"+","Complete Integron"
"3236","Cassette_133_integron_01_NC_002506.1","NC_002506.1",400007,401058,"+","Complete Integron"
"3237","N16961_15720","NC_002506.1",400089,400280,"+","DNA for RVC repeated sequence"
"3238","N16961_15725","NC_002506.1",400395,401048,"+","DNA modification methylase"
"3239","attC_46_integron_01_NC_002506.1","NC_002506.1",401059,401186,"+","Complete Integron"
"3240","Cassette_134_integron_01_NC_002506.1","NC_002506.1",401187,401792,"+","Complete Integron"
"3241","N16961_15730","NC_002506.1",401320,401745,"+","DUF4231 domain-containing protein"
"3242","attC_45_integron_01_NC_002506.1","NC_002506.1",401793,401920,"+","Complete Integron"
"3243","Cassette_135_integron_01_NC_002506.1","NC_002506.1",401921,402352,"+","Complete Integron"
"3244","N16961_15735","NC_002506.1",401953,402348,"+","Lipoprotein"
"3245","attC_44_integron_01_NC_002506.1","NC_002506.1",402353,402481,"+","Complete Integron"
"3246","Cassette_136_integron_01_NC_002506.1","NC_002506.1",402482,403023,"+","Complete Integron"
"3247","N16961_15740","NC_002506.1",402499,403029,"+","HEPN domain-containing protein"
"3248","attC_43_integron_01_NC_002506.1","NC_002506.1",403024,403152,"+","Complete Integron"
"3249","Cassette_137_integron_01_NC_002506.1","NC_002506.1",403153,403666,"+","Complete Integron"
"3250","N16961_15745","NC_002506.1",403167,403667,"+","DNA for RVC repeated sequence"
"3251","attC_42_integron_01_NC_002506.1","NC_002506.1",403667,403793,"+","Complete Integron"
"3252","Cassette_138_integron_01_NC_002506.1","NC_002506.1",403794,404982,"+","Complete Integron"
"3253","N16961_15750","NC_002506.1",403924,404220,"+","(pseudo) hypothetical protein"
"3254","N16961_15755","NC_002506.1",404320,404784,"-","hypothetical protein"
"3255","attC_41_integron_01_NC_002506.1","NC_002506.1",404983,405106,"+","Complete Integron"
"3256","Cassette_139_integron_01_NC_002506.1","NC_002506.1",405107,406260,"+","Complete Integron"
"3257","N16961_15760","NC_002506.1",405167,406015,"-","ABC-type sulfate transport system, periplasmic component"
"3258","N16961_15765","NC_002506.1",405982,406152,"-","Periplasmic sulfate binding protein SBP"
"3259","attC_40_integron_01_NC_002506.1","NC_002506.1",406261,406388,"+","Complete Integron"
"3260","Cassette_140_integron_01_NC_002506.1","NC_002506.1",406389,406978,"+","Complete Integron"
"3261","N16961_15770","NC_002506.1",406403,406981,"+","Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain"
"3262","attC_39_integron_01_NC_002506.1","NC_002506.1",406979,407100,"+","Complete Integron"
"3263","Cassette_141_integron_01_NC_002506.1","NC_002506.1",407101,407508,"+","Complete Integron"
"3264","attC_38_integron_01_NC_002506.1","NC_002506.1",407509,407637,"+","Complete Integron"
"3265","Cassette_142_integron_01_NC_002506.1","NC_002506.1",407638,408394,"+","Complete Integron"
"3266","N16961_15775","NC_002506.1",407778,408392,"+","hypothetical protein"
"3267","attC_37_integron_01_NC_002506.1","NC_002506.1",408395,408521,"+","Complete Integron"
"3268","Cassette_143_integron_01_NC_002506.1","NC_002506.1",408522,409390,"+","Complete Integron"
"3269","N16961_15780","NC_002506.1",408539,409396,"+","DUF2806 domain-containing protein"
"3270","attC_36_integron_01_NC_002506.1","NC_002506.1",409391,409516,"+","Complete Integron"
"3271","Cassette_144_integron_01_NC_002506.1","NC_002506.1",409517,410121,"+","Complete Integron"
"3272","N16961_15785","NC_002506.1",409552,410103,"+","Lipoprotein"
"3273","attC_35_integron_01_NC_002506.1","NC_002506.1",410122,410249,"+","Complete Integron"
"3274","Cassette_145_integron_01_NC_002506.1","NC_002506.1",410250,410599,"+","Complete Integron"
"3275","N16961_15790","NC_002506.1",410390,410593,"+","DUF3784 domain-containing protein"
"3276","attC_34_integron_01_NC_002506.1","NC_002506.1",410600,410727,"+","Complete Integron"
"3277","Cassette_146_integron_01_NC_002506.1","NC_002506.1",410728,411236,"+","Complete Integron"
"3278","attC_33_integron_01_NC_002506.1","NC_002506.1",411237,411365,"+","Complete Integron"
"3279","Cassette_147_integron_01_NC_002506.1","NC_002506.1",411366,411683,"+","Complete Integron"
"3280","N16961_15795","NC_002506.1",411407,411676,"+","hypothetical protein"
"3281","attC_32_integron_01_NC_002506.1","NC_002506.1",411684,411812,"+","Complete Integron"
"3282","Cassette_148_integron_01_NC_002506.1","NC_002506.1",411813,412219,"+","Complete Integron"
"3283","attC_31_integron_01_NC_002506.1","NC_002506.1",412220,412348,"+","Complete Integron"
"3284","Cassette_149_integron_01_NC_002506.1","NC_002506.1",412349,412754,"+","Complete Integron"
"3285","N16961_15800","NC_002506.1",412374,412760,"+","Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family"
"3286","attC_30_integron_01_NC_002506.1","NC_002506.1",412755,412883,"+","Complete Integron"
"3287","Cassette_150_integron_01_NC_002506.1","NC_002506.1",412884,413222,"+","Complete Integron"
"3288","N16961_15805","NC_002506.1",412962,413204,"+","Pullulanase"
"3289","attC_29_integron_01_NC_002506.1","NC_002506.1",413223,413351,"+","Complete Integron"
"3290","Cassette_151_integron_01_NC_002506.1","NC_002506.1",413352,413746,"+","Complete Integron"
"3291","N16961_15810","NC_002506.1",413375,413752,"+","hypothetical protein"
"3292","attC_28_integron_01_NC_002506.1","NC_002506.1",413747,413875,"+","Complete Integron"
"3293","Cassette_152_integron_01_NC_002506.1","NC_002506.1",413876,414256,"+","Complete Integron"
"3294","N16961_15815","NC_002506.1",413932,414153,"+","DUF1289 domain-containing protein"
"3295","N16961_15820","NC_002506.1",414150,414341,"+","Secreted protein"
"3296","attC_27_integron_01_NC_002506.1","NC_002506.1",414257,414384,"+","Complete Integron"
"3297","Cassette_153_integron_01_NC_002506.1","NC_002506.1",414385,414765,"+","Complete Integron"
"3298","attC_26_integron_01_NC_002506.1","NC_002506.1",414766,414894,"+","Complete Integron"
"3299","Cassette_154_integron_01_NC_002506.1","NC_002506.1",414895,415576,"+","Complete Integron"
"3300","N16961_15825","NC_002506.1",414949,415281,"+","Toxin HigB-2"
"3301","N16961_15830","NC_002506.1",415268,415582,"+","Antitoxin HigA-2"
"3302","attC_25_integron_01_NC_002506.1","NC_002506.1",415577,415704,"+","Complete Integron"
"3303","Cassette_155_integron_01_NC_002506.1","NC_002506.1",415705,416162,"+","Complete Integron"
"3304","N16961_15835","NC_002506.1",415719,416153,"+","Ribosomal protein S18 acetylase RimI and related acetyltransferases"
"3305","attC_24_integron_01_NC_002506.1","NC_002506.1",416163,416290,"+","Complete Integron"
"3306","Cassette_156_integron_01_NC_002506.1","NC_002506.1",416291,417949,"+","Complete Integron"
"3307","N16961_15840","NC_002506.1",416321,416476,"+","Vco26"
"3308","N16961_15845","NC_002506.1",416601,417581,"-","IS5 family ISVch5 transposase"
"3309","N16961_15850","NC_002506.1",417709,417921,"+","Acetyltransferase, isoleucine patch superfamily"
"3310","attC_23_integron_01_NC_002506.1","NC_002506.1",417950,418077,"+","Complete Integron"
"3311","Cassette_157_integron_01_NC_002506.1","NC_002506.1",418078,419185,"+","Complete Integron"
"3312","N16961_15855","NC_002506.1",418092,418784,"+","Protein N-acetyltransferase, RimJ/RimL family"
"3313","N16961_15860","NC_002506.1",418784,419185,"+","Prophage maintenance system killer protein"
"3314","attC_22_integron_01_NC_002506.1","NC_002506.1",419186,419311,"+","Complete Integron"
"3315","Cassette_158_integron_01_NC_002506.1","NC_002506.1",419312,419791,"+","Complete Integron"
"3316","N16961_15865","NC_002506.1",419373,419786,"+","Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family"
"3317","attC_21_integron_01_NC_002506.1","NC_002506.1",419792,419918,"+","Complete Integron"
"3318","Cassette_159_integron_01_NC_002506.1","NC_002506.1",419919,420530,"+","Complete Integron"
"3319","N16961_15870","NC_002506.1",419982,420251,"+","Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family"
"3320","N16961_15875","NC_002506.1",420241,420528,"+","Type II toxin-antitoxin system RelE/ParE family toxin"
"3321","attC_20_integron_01_NC_002506.1","NC_002506.1",420531,420659,"+","Complete Integron"
"3322","N16961_15880","NC_002506.1",420656,421111,"+","Ribosomal protein S18 acetylase RimI and related acetyltransferases"
"3323","Cassette_160_integron_01_NC_002506.1","NC_002506.1",420660,421105,"+","Complete Integron"
"3324","attC_19_integron_01_NC_002506.1","NC_002506.1",421106,421233,"+","Complete Integron"
"3325","Cassette_161_integron_01_NC_002506.1","NC_002506.1",421234,421639,"+","Complete Integron"
"3326","attC_18_integron_01_NC_002506.1","NC_002506.1",421640,421767,"+","Complete Integron"
"3327","Cassette_162_integron_01_NC_002506.1","NC_002506.1",421768,422642,"+","Complete Integron"
"3328","N16961_15885","NC_002506.1",421787,422284,"-","N-acetyltransferase, GNAT superfamily (includes histone acetyltransferase HPA2)"
"3329","N16961_15890","NC_002506.1",422281,422553,"-","DUF1778 domain-containing protein"
"3330","attC_17_integron_01_NC_002506.1","NC_002506.1",422643,422770,"+","Complete Integron"
"3331","Cassette_163_integron_01_NC_002506.1","NC_002506.1",422771,423456,"+","Complete Integron"
"3332","N16961_15895","NC_002506.1",422784,423452,"+","Transmembrane protein"
"3333","attC_16_integron_01_NC_002506.1","NC_002506.1",423457,423585,"+","Complete Integron"
"3334","Cassette_164_integron_01_NC_002506.1","NC_002506.1",423586,423885,"+","Complete Integron"
"3335","N16961_15900","NC_002506.1",423604,423891,"+","hypothetical protein"
"3336","attC_15_integron_01_NC_002506.1","NC_002506.1",423886,424014,"+","Complete Integron"
"3337","Cassette_165_integron_01_NC_002506.1","NC_002506.1",424015,424397,"+","Complete Integron"
"3338","N16961_15905","NC_002506.1",424032,424403,"+","NTP pyrophosphatase, house-cleaning of non-canonical NTPs"
"3339","attC_14_integron_01_NC_002506.1","NC_002506.1",424398,424526,"+","Complete Integron"
"3340","Cassette_166_integron_01_NC_002506.1","NC_002506.1",424527,425432,"+","Complete Integron"
"3341","N16961_15910","NC_002506.1",424626,424895,"+","DUF1778 domain-containing protein"
"3342","N16961_15915","NC_002506.1",424892,425425,"+","Ribosomal protein S18 acetylase RimI and related acetyltransferases"
"3343","attC_13_integron_01_NC_002506.1","NC_002506.1",425433,425558,"+","Complete Integron"
