# Annotated with Bakta
# Software: v1.9.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	27484	27885	+	N16961_13875	yecN	Uncharacterized membrane protein YecN, MAPEG domain	COG:COG3788, COG:S, RefSeq:WP_000258882.1, SO:0001217, UniParc:UPI00000C33CC, UniRef:UniRef100_A0A023PRG2, UniRef:UniRef50_C9QH75, UniRef:UniRef90_D7HB27
contig_2	ncRNA	27872	27996	-	N16961_13880	V_AS5	Vibrio RNA AS5	RFAM:RF02818, SO:0000655
contig_2	cds	28058	29083	-	N16961_13885		Fucose 4-O-acetylase	RefSeq:WP_000064955.1, SO:0001217, UniParc:UPI00005F2F85, UniRef:UniRef100_A0A0H3Q201, UniRef:UniRef90_A0A655WRS2
contig_2	cds	29214	30170	-	N16961_13890	yfdV	putative permease, AEC (auxin efflux carrier) family	COG:COG0679, COG:R, KEGG:K13936, RefSeq:WP_000129630.1, SO:0001217, UniParc:UPI000218F458, UniRef:UniRef100_A0A544FBM3, UniRef:UniRef50_Q87QQ5, UniRef:UniRef90_D7HB25
contig_2	cds	30484	31872	+	N16961_13895	citT	Di- and tricarboxylate antiporter	COG:COG0471, COG:G, RefSeq:WP_001081268.1, SO:0001217, UniParc:UPI00000C33CF, UniRef:UniRef100_A0A0K9UXX3, UniRef:UniRef50_B7VMS4, UniRef:UniRef90_A0A0H5UAN2
contig_2	cds	31968	32603	-	N16961_13900	yccT	UPF0319 protein VC_A0026	COG:COG3110, COG:S, RefSeq:WP_000803889.1, SO:0001217, UniParc:UPI00000C33D0, UniRef:UniRef100_Q9KND9, UniRef:UniRef50_Q9KND9, UniRef:UniRef90_Q9KND9
contig_2	cds	33035	35584	+	N16961_13905		Chitodextrinase	COG:COG3979, COG:G, RefSeq:WP_001882904.1, SO:0001217, UniParc:UPI00000C33D1, UniRef:UniRef100_A0A0H6CRP1, UniRef:UniRef50_A0A5P9CR75, UniRef:UniRef90_A0A0H6CRP1
contig_2	cds	35606	35860	-	N16961_13910		hypothetical protein	SO:0001217, UniParc:UPI00000C33D2, UniRef:UniRef100_A0A0H4JPZ5, UniRef:UniRef50_A0A0H4JPZ5, UniRef:UniRef90_A0A0H4JPZ5
contig_2	cds	35950	36684	+	N16961_13915	iclR	DNA-binding transcriptional regulator, IclR family	COG:COG1414, COG:K, RefSeq:WP_001006058.1, SO:0001217, UniParc:UPI00000C33D3, UniRef:UniRef100_A0A2V4NHD4, UniRef:UniRef50_A0A1B1NTG7, UniRef:UniRef90_A0A2V4NHD4
contig_2	cds	36691	37527	+	N16961_13920		Arginase	RefSeq:WP_000949642.1, SO:0001217, UniParc:UPI00005F2F82, UniRef:UniRef100_A0A2A1YUI1, UniRef:UniRef50_A0A0H3ADU4, UniRef:UniRef90_A0A0H3ADU4
contig_2	cds	37648	39213	-	N16961_13925	tar	Methyl-accepting chemotaxis protein (MCP)	COG:COG0840, COG:T, RefSeq:WP_000777301.1, SO:0001217, UniParc:UPI00000C33D5, UniRef:UniRef100_A0A0H7CYT5, UniRef:UniRef50_A0A655VZ66, UniRef:UniRef90_A0A655VZ66
contig_2	cds	39311	39871	-	N16961_13930		Chemotaxis protein	RefSeq:WP_000549603.1, SO:0001217, UniParc:UPI00000C33D6, UniRef:UniRef100_A0A085SQN2, UniRef:UniRef50_A0A178JGK6, UniRef:UniRef90_A0A085SQN2
contig_2	cds	40280	42154	+	N16961_13935	phoX	Secreted phosphatase, PhoX family	COG:COG3211, COG:R, KEGG:K07093, RefSeq:WP_000265858.1, SO:0001217, UniParc:UPI00000C33D7, UniRef:UniRef100_Q6JJM1, UniRef:UniRef50_A0A7U8C5I5, UniRef:UniRef90_A0A5C9SYC8
contig_2	cds	42214	43044	-	N16961_13940	hDOD	HD-like signal output (HDOD) domain, no enzymatic activity	COG:COG1639, COG:T, RefSeq:WP_000240501.1, SO:0001217, UniParc:UPI0001BAC60B, UniRef:UniRef100_A0A2V4NX36, UniRef:UniRef50_D0II34, UniRef:UniRef90_D7HB18
contig_2	cds	43274	44026	+	N16961_13945	pgpB	Membrane-associated phospholipid phosphatase	COG:COG0671, COG:I, RefSeq:WP_000647541.1, SO:0001217, UniParc:UPI00005F2F7F, UniRef:UniRef100_Q9KND0, UniRef:UniRef50_D7HB17, UniRef:UniRef90_D7HB17
contig_2	cds	44080	45297	-	N16961_13950	sstT	serine/threonine transporter SstT	COG:COG3633, COG:E, GO:0005295, GO:0005886, GO:0015293, GO:0015826, GO:0016020, GO:0032329, RefSeq:WP_001180737.1, SO:0001217, UniParc:UPI00000C33DA, UniRef:UniRef100_Q9KNC9, UniRef:UniRef50_P0AGE5, UniRef:UniRef90_Q9KNC9
contig_2	cds	45638	46090	-	N16961_13955		Copper(I)-binding protein	COG:COG2847, COG:P, RefSeq:WP_000774104.1, SO:0001217, UniParc:UPI00000C33DB, UniRef:UniRef100_A0A085SRB3, UniRef:UniRef50_A0A1E5E017, UniRef:UniRef90_A0A0Q0MAG0
contig_2	cds	46104	46685	-	N16961_13960	sco1	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family	COG:COG1999, COG:O, RefSeq:WP_000042319.1, SO:0001217, UniParc:UPI00000C33DC, UniRef:UniRef100_A0A0H6SVH7, UniRef:UniRef50_A0A090IAQ9, UniRef:UniRef90_A0A0H6SVH7
contig_2	cds	46682	47101	-	N16961_13965		Copper-binding protein	RefSeq:WP_000992654.1, SO:0001217, UniParc:UPI00005F2F7D, UniRef:UniRef100_D7HB12, UniRef:UniRef50_A0A0Q2RUJ2, UniRef:UniRef90_D7HB12
contig_2	cds	47303	48214	-	N16961_13970		Polyprenyl-phosphate transporter	COG:COG2035, COG:S, GO:0005886, GO:0071555, KEGG:K08974, RefSeq:WP_001108560.1, SO:0001217, UniParc:UPI00005F2F7C, UniRef:UniRef100_Q9KNC5, UniRef:UniRef50_Q9KNC5, UniRef:UniRef90_Q9KNC5
contig_2	ncRNA	48448	48555	+	N16961_13975	Qrr	Qrr RNA	RFAM:RF00378, SO:0000655
contig_2	cds	48768	49994	+	N16961_13980	gltS	sodium/glutamate symporter	COG:COG0786, COG:E, GO:0015501, GO:0015813, RefSeq:WP_001071807.1, SO:0001217, UniParc:UPI00000C33DF, UniRef:UniRef100_A0A0F0AYK2, UniRef:UniRef50_D0WTE1, UniRef:UniRef90_A0A0Q0QAB0
contig_2	cds	50073	50831	-	N16961_13985		Cyclic di-GMP binding protein VCA0042	GO:0009425, GO:0035438, RefSeq:WP_001088585.1, SO:0001217, UniParc:UPI00000C33E0, UniRef:UniRef100_Q9KNC3, UniRef:UniRef50_Q9KNC3, UniRef:UniRef90_Q9KNC3
contig_2	cds	50963	51247	+	N16961_13990		Acetyltransferase	RefSeq:WP_000024343.1, SO:0001217, UniParc:UPI00000C33E1, UniRef:UniRef100_A0A0F0B010, UniRef:UniRef50_A0A5Q4ZWU2, UniRef:UniRef90_A0A0F0B010
contig_2	ncRNA	51261	51385	+	N16961_13995	V_AS5	Vibrio RNA AS5	RFAM:RF02818, SO:0000655
contig_2	cds	51480	53624	+	N16961_14000		Peptidase S41	SO:0001217, UniParc:UPI00000C33E2, UniRef:UniRef100_Q9KNC1, UniRef:UniRef50_Q9KNC1, UniRef:UniRef90_Q9KNC1
contig_2	cds	53572	54735	+	N16961_14005		Protease-related protein	SO:0001217, UniRef:UniRef50_Q9KNC0, UniRef:UniRef90_Q9KNC0
contig_2	cds	54930	56060	-	N16961_14010	emrA	Multidrug resistance efflux pump EmrA	COG:COG1566, COG:V, RefSeq:WP_000364999.1, SO:0001217, UniParc:UPI00000C33E5, UniRef:UniRef100_A0A0H5ZND7, UniRef:UniRef50_A0A6M4YAD3, UniRef:UniRef90_A0A395UAK8
contig_2	cds	56060	56449	-	N16961_14015		DUF3302 domain-containing protein	RefSeq:WP_000478180.1, SO:0001217, UniParc:UPI00000C33E6, UniRef:UniRef100_A0A0H6NVM8, UniRef:UniRef50_C9QEB9, UniRef:UniRef90_A0A0H6NVM8
contig_2	cds	56584	57438	-	N16961_14020		GGDEF family protein	SO:0001217, UniRef:UniRef50_Q9KNB6, UniRef:UniRef90_Q9KNB6
contig_2	cds	57462	58163	-	N16961_14025		(pseudo) GGDEF domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0008DD9BF8, UniRef:UniRef90_UPI0008DD9BF8
contig_2	cds	58144	59631	-	N16961_14030		ATP-dependent transcriptional regulator	RefSeq:WP_000361589.1, SO:0001217, UniParc:UPI000218F293, UniRef:UniRef100_A0A655TK41, UniRef:UniRef50_B7VQG3, UniRef:UniRef90_A0A0H3ACL8
contig_2	cds	59786	61255	-	N16961_14035	insA	Transposase InsA	COG:COG3677, COG:X, RefSeq:WP_001132384.1, SO:0001217, UniParc:UPI0001B1A60F, UniRef:UniRef100_A0A0H6BC85, UniRef:UniRef50_B7VQG5, UniRef:UniRef90_A0A0H3AF45
contig_2	cds	61320	62030	-	N16961_14040	deoD	purine-nucleoside phosphorylase	COG:COG0813, COG:F, EC:2.4.2.1, GO:0004731, GO:0042278, GO:0043096, RefSeq:WP_000224891.1, SO:0001217, UniParc:UPI00005F3419, UniRef:UniRef100_Q9KNB2, UniRef:UniRef50_Q327L2, UniRef:UniRef90_Q9KNB2
contig_2	cds	62352	63305	+	N16961_14045	ybgA	DUF1722 domain-containing protein	COG:COG3272, COG:S, RefSeq:WP_001195137.1, SO:0001217, UniParc:UPI00005F3418, UniRef:UniRef100_A0A2K2UJK2, UniRef:UniRef50_C4LDE3, UniRef:UniRef90_D7HB00
contig_2	cds	63295	64092	+	N16961_14050	soxR	DNA-binding transcriptional regulator, MerR family	COG:COG0789, COG:K, RefSeq:WP_000226962.1, SO:0001217, UniParc:UPI00000C33EE, UniRef:UniRef100_A0A0H6W2F2, UniRef:UniRef50_A0A812GZG7, UniRef:UniRef90_A0A0H6W2F2
contig_2	cds	64102	65511	+	N16961_14055	phrB	deoxyribodipyrimidine photo-lyase	COG:COG0415, COG:L, EC:4.1.99.3, GO:0003677, GO:0003904, GO:0006281, GO:0009416, GO:0071949, RefSeq:WP_001241766.1, SO:0001217, UniParc:UPI00000D0F20, UniRef:UniRef100_Q9KNA8, UniRef:UniRef50_Q9KNA8, UniRef:UniRef90_Q9KNA8
contig_2	cds	65520	66440	+	N16961_14060	erfK	Lipoprotein-anchoring transpeptidase ErfK/SrfK	COG:COG1376, COG:M, RefSeq:WP_000270236.1, SO:0001217, UniParc:UPI00000C33EF, UniRef:UniRef100_A0A085QGY8, UniRef:UniRef50_A0A2G4B3N1, UniRef:UniRef90_A0A085QGY8
contig_2	cds	66526	66774	-	N16961_14065		Major outer membrane lipoprotein Lpp	RefSeq:WP_001038496.1, SO:0001217, UniParc:UPI00005F3883, UniRef:UniRef100_Q9KNA6, UniRef:UniRef50_A0A0F2IUM8, UniRef:UniRef90_Q9KNA6
contig_2	cds	67316	68662	+	N16961_14070	srmB	Superfamily II DNA and RNA helicase	COG:COG0513, COG:L, RefSeq:WP_001159703.1, SO:0001217, UniParc:UPI0001B1A5F9, UniRef:UniRef100_A0A655WNA0, UniRef:UniRef50_A0A1M6BGD2, UniRef:UniRef90_A0A655WNA0
contig_2	cds	68875	70872	+	N16961_14075	ptrB	Protease II	COG:COG1770, COG:E, RefSeq:WP_000771558.1, SO:0001217, UniParc:UPI00000C33F4, UniRef:UniRef100_A0A0H7FLS1, UniRef:UniRef50_A0A0H3AF28, UniRef:UniRef90_A0A0H3AF28
contig_2	cds	70872	73013	+	N16961_14080	cirA	Outer membrane receptor protein, Fe transport	COG:COG1629, COG:P, KEGG:K16087, RefSeq:WP_000777824.1, SO:0001217, UniParc:UPI00000C33F5, UniRef:UniRef100_A0A0H6BE71, UniRef:UniRef50_A0A0H3AEH2, UniRef:UniRef90_A0A0H3AEH2
contig_2	cds	73023	75329	+	N16961_14085		Regulatory P domain of the subtilisin-like proprotein convertases and other proteases	COG:COG4935, COG:O, RefSeq:WP_000843249.1, SO:0001217, UniParc:UPI00000C33F6, UniRef:UniRef100_A0A0H6N1P6, UniRef:UniRef50_A0A0H6N1P6, UniRef:UniRef90_A0A0H6N1P6
contig_2	cds	75326	76768	+	N16961_14090		DUF1566 domain-containing protein	RefSeq:WP_000873771.1, SO:0001217, UniParc:UPI00000C33F7, UniRef:UniRef100_A0A0H3Q341, UniRef:UniRef50_A0A395U104, UniRef:UniRef90_A0A395U104
contig_2	cds	76765	77325	+	N16961_14095	hutR	HutR like protein	RefSeq:WP_000855100.1, SO:0001217, UniParc:UPI00000C33F8, UniRef:UniRef100_A0A0H6AG71, UniRef:UniRef50_D7HAZ0, UniRef:UniRef90_D7HAZ0
contig_2	cds	77459	79102	-	N16961_14100	tar	Methyl-accepting chemotaxis protein (MCP)	COG:COG0840, COG:T, RefSeq:WP_001249514.1, SO:0001217, UniParc:UPI00000C33F9, UniRef:UniRef100_A0A0H5ZH37, UniRef:UniRef50_A7N6C7, UniRef:UniRef90_A0A655VAG9
contig_2	cds	79473	80294	+	N16961_14105	pstS	ABC-type phosphate transport system, periplasmic component	COG:COG0226, COG:P, RefSeq:WP_000754393.1, SO:0001217, UniParc:UPI00015642BC, UniRef:UniRef100_Q9KN95, UniRef:UniRef50_Q6LSC1, UniRef:UniRef90_D2YAE5
contig_2	cds	80372	81292	+	N16961_14110	pstC	phosphate ABC transporter permease subunit PstC	COG:COG0573, COG:P, GO:0005886, GO:0015415, GO:0055052, RefSeq:WP_000150748.1, SO:0001217, UniParc:UPI00005F49E3, UniRef:UniRef100_Q9KN94, UniRef:UniRef50_A0A1B9PJD5, UniRef:UniRef90_A0A5C9SY01
contig_2	cds	81298	82161	+	N16961_14115	pstA	phosphate ABC transporter permease PstA	COG:COG0581, COG:P, GO:0005886, GO:0015415, GO:0055052, RefSeq:WP_001902608.1, SO:0001217, UniParc:UPI00015642BB, UniRef:UniRef100_A0A0H3Q348, UniRef:UniRef50_A0A1Y6L039, UniRef:UniRef90_A0A0H3AF44
contig_2	cds	82190	82945	+	N16961_14120	pstB	phosphate ABC transporter ATP-binding protein PstB	COG:COG1117, COG:P, EC:7.3.2.1, GO:0005315, GO:0005524, GO:0005886, GO:0009898, GO:0015415, GO:0016887, GO:0055052, RefSeq:WP_000858875.1, SO:0001217, UniParc:UPI00000C33FE, UniRef:UniRef100_Q9KN92, UniRef:UniRef50_Q8E9I8, UniRef:UniRef90_Q9KN92
contig_2	cds	82992	84092	-	N16961_14125	gGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	COG:COG2199, COG:T, RefSeq:WP_001097201.1, SO:0001217, UniParc:UPI00000C33FF, UniRef:UniRef100_A0A085QGU9, UniRef:UniRef50_A0A0H3AGB0, UniRef:UniRef90_A0A0H3AGB0
contig_2	cds	84089	84556	-	N16961_14130		Oxidoreductase	COG:COG3915, COG:S, SO:0001217, UniParc:UPI00000C3400, UniRef:UniRef100_A0A0H5UAL5, UniRef:UniRef50_A0A241NMN2, UniRef:UniRef90_A0A0H5UAL5
contig_2	cds	84847	86223	-	N16961_14135	spoVV	Spore dipicolinate transporter SpoVV/YjiH/YlbJ, contains nucleoside recognition GATE domain	COG:COG3314, COG:DE, RefSeq:WP_001153658.1, SO:0001217, UniParc:UPI00000C3401, UniRef:UniRef100_Q9KN89, UniRef:UniRef50_A0A1L0A393, UniRef:UniRef90_Q9KN89
contig_2	cds	86658	88319	-	N16961_14140	sUL1	Sulfate permease or related transporter, MFS superfamily	COG:COG0659, COG:P, KEGG:K03321, RefSeq:WP_000457419.1, SO:0001217, UniParc:UPI00000C3402, UniRef:UniRef100_A0A085QNW2, UniRef:UniRef50_A0A378YEJ3, UniRef:UniRef90_A0A655WP48
contig_2	cds	88657	88956	+	N16961_14145		1,4-alpha-glucan branching enzyme	RefSeq:WP_000608713.1, SO:0001217, UniParc:UPI00015641F4, UniRef:UniRef100_A0A2A1YUL9, UniRef:UniRef50_U3CPB6, UniRef:UniRef90_D0II69
contig_2	cds	89190	90440	+	N16961_14150	lysM	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain	COG:COG0739, COG:M, EC:3.4.24.-, KEGG:K19304, RefSeq:WP_001227341.1, SO:0001217, UniParc:UPI00005F3117, UniRef:UniRef100_A0A0H6NLP6, UniRef:UniRef50_A0A240EK16, UniRef:UniRef90_A0A655VAH0
contig_2	cds	90558	92381	-	N16961_14155		Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	COG:COG5001, COG:T, RefSeq:WP_000169386.1, SO:0001217, UniParc:UPI00000C3405, UniRef:UniRef100_A0A2V4NP42, UniRef:UniRef50_A0A5P9CQQ0, UniRef:UniRef90_A0A2V4NP42
contig_2	cds	92442	92546	+	N16961_14160		hypothetical protein	SO:0001217, UniParc:UPI00000C3406, UniRef:UniRef100_A0A655TLK4, UniRef:UniRef50_A0A655WN93, UniRef:UniRef90_A0A655WN93
contig_2	cds	92604	93491	-	N16961_14165	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_000383981.1, SO:0001217, UniParc:UPI00000C3407, UniRef:UniRef100_A0A2V4NX84, UniRef:UniRef50_A0A2V4NX84, UniRef:UniRef90_A0A2V4NX84
contig_2	cds	93581	94792	+	N16961_14170	araJ	putative arabinose efflux permease AraJ, MFS family	COG:COG2814, COG:G, KEGG:K08154, RefSeq:WP_000993857.1, SO:0001217, UniParc:UPI00000C3408, UniRef:UniRef100_A0A0H6PPR4, UniRef:UniRef50_A0A5P9CPF7, UniRef:UniRef90_D2YAF7
contig_2	cds	94834	95280	-	N16961_14175	soxR	redox-sensitive transcriptional activator SoxR	COG:COG0789, COG:K, GO:0003677, GO:0003700, GO:0006355, GO:0006979, GO:0051537, RefSeq:WP_000426186.1, SO:0001217, UniParc:UPI00000C3409, UniRef:UniRef100_A0A0H5Y2W9, UniRef:UniRef50_A0A6G7CNS6, UniRef:UniRef90_A0A0H5Y2W9
contig_2	cds	95459	96661	+	N16961_14180		Permease	RefSeq:WP_000414469.1, SO:0001217, UniParc:UPI00000C340A, UniRef:UniRef100_A0A0H6AM17, UniRef:UniRef50_Q6LH58, UniRef:UniRef90_D7HAX5
contig_2	cds	96792	97142	+	N16961_14185		Replication factor C C-terminal domain-containing protein	RefSeq:WP_001187740.1, SO:0001217, UniParc:UPI00005F3119, UniRef:UniRef100_A0A5C9HQE3, UniRef:UniRef50_A0A0J1HEQ0, UniRef:UniRef90_A0A067BHX0
contig_2	cds	97246	97380	+	N16961_14190		hypothetical protein	RefSeq:WP_001058399.1, SO:0001217, UniParc:UPI00015647CC, UniRef:UniRef100_A0A2K2UJQ7, UniRef:UniRef50_E8M216, UniRef:UniRef90_A0A2J9VLI2
contig_2	cds	97546	98811	-	N16961_14195	gltP	Na+/H+-dicarboxylate symporter	COG:C, COG:COG1301, SO:0001217, UniRef:UniRef50_A0A7R8WQ47, UniRef:UniRef90_D0IGZ5
contig_2	cds	99076	99969	-	N16961_14200	rhaT	Permease of the drug/metabolite transporter (DMT) superfamily	COG:COG0697, COG:GER, RefSeq:WP_000060640.1, SO:0001217, UniParc:UPI00000C340F, UniRef:UniRef100_A0A0H5TPG9, UniRef:UniRef50_Q7MCE3, UniRef:UniRef90_D7HAX1
contig_2	cds	100199	100495	+	N16961_14205		UPF0251 protein VC_A0091	COG:COG1342, COG:R, RefSeq:WP_000113593.1, SO:0001217, UniParc:UPI00000C3410, UniRef:UniRef100_A5F1F9, UniRef:UniRef50_A4SKL1, UniRef:UniRef90_A5F1F9
contig_2	cds	100666	101295	-	N16961_14210	estA	Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold	COG:COG1075, COG:I, RefSeq:WP_000706545.1, SO:0001217, UniParc:UPI00000C3411, UniRef:UniRef100_A0A0H3Q257, UniRef:UniRef50_A0A0H3Q257, UniRef:UniRef90_A0A0H3Q257
contig_2	cds	101796	102152	+	N16961_14215	hxlR	DNA-binding transcriptional regulator, HxlR family	COG:COG1733, COG:K, RefSeq:WP_000382996.1, SO:0001217, UniParc:UPI00000C3413, UniRef:UniRef100_A0A1X1LGZ2, UniRef:UniRef50_D7HAW6, UniRef:UniRef90_A0A1X1LGZ2
contig_2	cds	102445	103119	+	N16961_14220		Secreted protein	SO:0001217, UniParc:UPI00005F311D, UniRef:UniRef100_A0A0H3Q6J0, UniRef:UniRef50_A0A544I274, UniRef:UniRef90_A0A544I274
contig_2	cds	103162	104385	+	N16961_14225		Endo-1,4-beta-xylanase	RefSeq:WP_000710203.1, SO:0001217, UniParc:UPI00000C3415, UniRef:UniRef100_A0A0H7AJB0, UniRef:UniRef50_A0A655WPC5, UniRef:UniRef90_A0A655WPC5
contig_2	cds	104398	105114	-	N16961_14230	yjhB	ADP-ribose pyrophosphatase YjhB, NUDIX family	COG:COG1051, COG:F, RefSeq:WP_000637371.1, SO:0001217, UniParc:UPI00000C3416, UniRef:UniRef100_A0A0H3QAM1, UniRef:UniRef50_U3C787, UniRef:UniRef90_D7HAW3
contig_2	ncRNA	105235	105359	-	N16961_14235	V_AS5	Vibrio RNA AS5	RFAM:RF02818, SO:0000655
contig_2	cds	105513	106820	+	N16961_14240	pncB	nicotinate phosphoribosyltransferase	COG:COG1488, COG:H, EC:6.3.4.21, GO:0004516, GO:0009435, GO:0019358, RefSeq:WP_001069589.1, SO:0001217, UniParc:UPI0000131D3F, UniRef:UniRef100_A5F1F1, UniRef:UniRef50_Q87JE4, UniRef:UniRef90_A5F1F1
contig_2	cds	106851	107891	+	N16961_14245	mviM	putative dehydrogenase	COG:COG0673, COG:R, RefSeq:WP_001134026.1, SO:0001217, UniParc:UPI00000C3417, UniRef:UniRef100_A0A0H6LGE6, UniRef:UniRef50_A0A0H6LGE6, UniRef:UniRef90_A0A0H6LGE6
contig_2	cds	107928	108284	-	N16961_14250	pspE	Rhodanese-related sulfurtransferase	COG:COG0607, COG:P, RefSeq:WP_001249602.1, SO:0001217, UniParc:UPI0001B1A5D7, UniRef:UniRef100_A0A5B0GUS8, UniRef:UniRef50_A0A655WQ34, UniRef:UniRef90_A0A655WQ34
contig_2	cds	108299	109837	-	N16961_14255	eAL	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	COG:COG2200, COG:T, SO:0001217, UniParc:UPI0001B1A5D6, UniRef:UniRef100_A0A655YRM3, UniRef:UniRef50_D7HAV9, UniRef:UniRef90_D7HAV9
contig_2	cds	110031	110681	-	N16961_14260	ycjU	Beta-phosphoglucomutase, HAD superfamily	COG:COG0637, COG:G, RefSeq:WP_001010777.1, SO:0001217, UniParc:UPI00005F311E, UniRef:UniRef100_A0A2V4NP78, UniRef:UniRef50_A0A090IDE0, UniRef:UniRef90_A0A655YBN6
contig_2	cds	110880	112649	+	N16961_14265	sUL1	Sulfate permease or related transporter, MFS superfamily	COG:COG0659, COG:P, SO:0001217, UniParc:UPI0002046A56, UniRef:UniRef100_A0A655QI59, UniRef:UniRef50_A0A2S3XPQ2, UniRef:UniRef90_A0A0H4JTP9
contig_2	cds	112691	114403	-	N16961_14270	rluA	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	COG:COG0564, COG:J, SO:0001217, UniParc:UPI00019F7314, UniRef:UniRef100_A0A655PS90, UniRef:UniRef50_A0A511QRZ9, UniRef:UniRef90_A0A023PSA2
contig_2	cds	115142	115426	+	N16961_14275	pAAR	Zn-binding Pro-Ala-Ala-Arg (PAAR) domain, involved in Type VI secretion	COG:COG4104, COG:U, RefSeq:WP_000526403.1, SO:0001217, UniParc:UPI00000C341D, UniRef:UniRef100_A0A2V4NAH1, UniRef:UniRef50_F9SS60, UniRef:UniRef90_C3LUC9
contig_2	cds	115371	116414	+	N16961_14280		Sel1 repeat family protein	SO:0001217, UniParc:UPI00019D2483, UniRef:UniRef100_Q9KN59, UniRef:UniRef50_A0A271VY78, UniRef:UniRef90_A0A655WPC1
contig_2	cds	116846	117352	+	N16961_14285	tssB	type VI secretion system tubule-forming protein VipA	COG:COG3516, COG:U, GO:0003674, GO:0033103, RefSeq:WP_000031391.1, SO:0001217, UniParc:UPI00000C341F, UniRef:UniRef100_A0A023PRF3, UniRef:UniRef50_A0A1W6EUG9, UniRef:UniRef90_D2YAP5, VFDB:VFC0086, VFDB:VFG002092
contig_2	cds	117393	118871	+	N16961_14290	tssC	type VI secretion system tubule-forming protein VipB	COG:COG3517, COG:U, GO:0003674, GO:0033103, GO:0033104, SO:0001217, UniParc:UPI00000C3420, UniRef:UniRef100_A0A0H3ZMU5, UniRef:UniRef50_Q2T6Y3, UniRef:UniRef90_C9QIY7, VFDB:VFC0086, VFDB:VFG002093
contig_2	cds	118874	119311	+	N16961_14295	tssE	type VI secretion system protein	COG:COG3518, COG:U, GO:0003674, GO:0033103, RefSeq:WP_000221000.1, SO:0001217, UniParc:UPI00000C3421, UniRef:UniRef100_A0A0H3ZIK9, UniRef:UniRef50_C9QIY8, UniRef:UniRef90_D2YAP7, VFDB:VFC0086, VFDB:VFG002094
contig_2	cds	119317	121086	+	N16961_14300	tssF	type VI secretion system protein VasA	COG:COG3519, COG:U, GO:0003674, GO:0033103, KEGG:K11896, RefSeq:WP_000189792.1, SO:0001217, UniParc:UPI00000C3422, UniRef:UniRef100_A0A0H3ZPC4, UniRef:UniRef50_Q6D1K4, UniRef:UniRef90_D7HAV0, VFDB:VFC0086, VFDB:VFG002078
contig_2	cds	121050	122066	+	N16961_14305	tssG	type VI secretion system protein VasB	COG:COG3520, COG:U, GO:0033103, KEGG:K11895, RefSeq:WP_000510181.1, SO:0001217, UniParc:UPI00000C3423, UniRef:UniRef100_A0A0H3ZIP3, UniRef:UniRef50_C9QJF0, UniRef:UniRef90_D7HAU9, VFDB:VFC0086, VFDB:VFG002079
contig_2	cds	122069	123556	+	N16961_14310	vasC	type VI secretion system protein VasC	COG:COG3456, COG:TU, RefSeq:WP_001089704.1, SO:0001217, UniParc:UPI00000C3424, UniRef:UniRef100_A0A0H3ZQ40, UniRef:UniRef50_A0A854F9K1, UniRef:UniRef90_A0A5B1C1J8, VFDB:VFC0086, VFDB:VFG002080
contig_2	cds	123559	124035	+	N16961_14315	vasD	type VI secretion system protein VasD	COG:COG3521, COG:U, GO:0003674, GO:0033103, RefSeq:WP_001045311.1, SO:0001217, UniParc:UPI00000C3425, UniRef:UniRef100_A0A0H3ZMV1, UniRef:UniRef50_D2YAQ1, UniRef:UniRef90_D2YAQ1, VFDB:VFC0086, VFDB:VFG002081
contig_2	cds	124042	125376	+	N16961_14320	vasE	type VI secretion system protein VasE	COG:COG3522, COG:U, GO:0003674, GO:0033103, RefSeq:WP_000458007.1, SO:0001217, UniParc:UPI00000C3426, UniRef:UniRef100_A0A0H3ZIL1, UniRef:UniRef50_A0A1W6EUH2, UniRef:UniRef90_A0A1W6EUH2, VFDB:VFC0086, VFDB:VFG002082
contig_2	cds	125379	126152	+	N16961_14325	vasF	type VI secretion system protein VasF	COG:COG3455, COG:U, RefSeq:WP_000083409.1, SO:0001217, UniParc:UPI00000C3427, UniRef:UniRef100_A0A0H3ZPC9, UniRef:UniRef50_A6VUK4, UniRef:UniRef90_D0IH20, VFDB:VFC0086, VFDB:VFG002083
contig_2	cds	126178	128787	+	N16961_14330	vasG	type VI secretion system AAA+ family ATPase	COG:COG0542, COG:O, GO:0016887, GO:0033103, GO:0033104, RefSeq:WP_000619136.1, SO:0001217, UniParc:UPI00000C3428, UniRef:UniRef100_A0A0H3ZIP9, UniRef:UniRef50_Q6TKU1, UniRef:UniRef90_A0A023PRI0, VFDB:VFC0086, VFDB:VFG002084
